text,label,category,language,source,clean_text
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0,none,english,uci,cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0,none,english,uci,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougar pen
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0,none,english,uci,dont know supports ass and srt i thnk i think ps3 can play through usb too
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",0,none,english,uci,hi jon pete here ive bin 2 spain recently hav sum dinero left bill said u or ur rents mayb interested in it i hav 12 000pes so around 48 tb james
That seems unnecessarily affectionate,0,none,english,uci,that seems unnecessarily affectionate
Just finished eating. Got u a plate. NOT leftovers this time.,0,none,english,uci,just finished eating got u a plate not leftovers this time
"Oops I did have it,  &lt;#&gt; ?",0,none,english,uci,oops i did have it
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",0,none,english,uci,best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn
Police headquarters se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,aadhaar,hinglish,indian,police headquarters se bol raha hoon aapka kyc pending hai account 2 ghante mein block ho jayega otp share kijiye
Haha okay... Today weekend leh... ,0,none,english,uci,haha okay today weekend leh
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,none,english,uci,my darling sister how are you doing when s school resuming is there a minimum wait period before you reapply do take care
Do u knw dis no. &lt;#&gt; ?,0,none,english,uci,do u knw dis no
S now only i took tablets . Reaction morning only.,0,none,english,uci,s now only i took tablets reaction morning only
How come u got nothing to do?,0,none,english,uci,how come u got nothing to do
Que pases un buen tiempo or something like that,0,none,english,uci,que pases un buen tiempo or something like that
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,general_spam,english,uci,congratulations thanks to a good friend u have won the 2 000 xmas prize 2 claim is easy just call now only 10p per minute bt national rate
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,none,english,uci,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing
Hello ma'am Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,hinglish,indian,hello ma am crime branch se bol raha hoon aapke account se suspicious transactions hui hain
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,none,english,uci,ok every night take a warm bath drink a cup of milk and you ll see a work of magic you still need to loose weight just so that you know
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,0,none,english,uci,have a safe trip to nigeria wish you happiness and very soon company to share moments with
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,none,english,uci,and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs
Delhi Police se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,hinglish,indian,delhi police se bol raha hoon aapke number se pornographic material whatsapp groups mein bheja ja raha hai fir ho chuki hai
"Geeeee ... Your internet is really bad today, eh ?",0,none,english,uci,geeeee your internet is really bad today eh
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,general_spam,english,uci,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,general_spam,english,uci,guess who am i this is the first time i created a web page read all i wrote i m waiting for your opinions i want to be your friend 1 1
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",0,none,english,uci,buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together again loving smile
I.ll get there tomorrow and send it to you,0,none,english,uci,i ll get there tomorrow and send it to you
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,none,english,uci,ok i found dis pierre cardin one which looks normal costs 20 its on sale
I dont have that much image in class.,0,none,english,uci,i dont have that much image in class
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",0,none,hinglish,indian,madam ek minute doctor appointment kal 9 baje hai fasting rehna
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0,none,english,uci,sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look
"Yeah, we can probably swing by once my roommate finishes up with his girl",0,none,english,uci,yeah we can probably swing by once my roommate finishes up with his girl
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0,none,english,uci,actually nvm got hella cash we still on for ish
"Awesome, text me when you're restocked",0,none,english,uci,awesome text me when you re restocked
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0,none,english,uci,yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat
Crime Branch se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,hinglish,indian,crime branch se bol raha hoon cyber crime department se bol raha hoon aapke number se objectionable content circulate hua hai
"Alright, we're all set here, text the man",0,none,english,uci,alright we re all set here text the man
CBI se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,hinglish,indian,cbi se bol raha hoon police verification complete karna zaroori hai
Am in gobi arts college,0,none,english,uci,am in gobi arts college
Just buy a pizza. Meat lovers or supreme. U get to pick.,0,none,english,uci,just buy a pizza meat lovers or supreme u get to pick
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,0,none,english,uci,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound s likeyour havin gr8fun j keep updat countinlots of loveme xxxxx
"Oops, I'll let you know when my roommate's done",0,none,english,uci,oops i ll let you know when my roommate s done
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,none,english,uci,its a valentine game send dis msg to all ur friends if 5 answers r d same then someone really loves u ques which colour suits me the best
Then she buying today? Ü no need to c meh...,0,none,english,uci,then she buying today no need to c meh
"Special Investigation Team se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,hinglish,indian,special investigation team se bol raha hoon amazon se bol raha hoon aapka parcel hold hai clearance charge 499 dena hoga
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,general_spam,english,uci,are you unique enough find out from 30th august
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,none,english,uci,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can 4get d name of a person bt not his girlfrnd g o o d n i g h t
Ok i am on the way to railway,0,none,english,uci,ok i am on the way to railway
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,none,english,uci,no idea i guess we ll work that out an hour after we re supposed to leave since as usual nobody has any interest in figuring shit out before the last second
